
  ╭──────────────────────────────────────────────────────╮
  │               ☾  L O V E B O T  ·  W E B│
  │                        midnight control│
  ├──────────────────────────────────────────────────────┤
  │   💜  10.9.2026, 00:04:57       │
  │   node v26.8.2 · win32 · dashboard│
  ╰──────────────────────────────────────────────────────╯

  🌐  http://localhost:7777
  🔐  Login: erst WhatsApp-Code (2FA), dann Passwort · Gate: Admin-Passwort (getrennt)
  👑  Owner: 4915155894714  ·  Panel-Accounts: 4  ·  Sessions live: 1/2
  📋  Jede API-/Audit-/Security-Aktion wird hier & nach Logs/server.log geschrieben.

00:04:57  BOOT       › Dashboard-Webserver gestartet (Port 7777).
  ╭──────────────────────────────────────────────────────╮
  │               ☾  L O V E B O T  ·  W E B│
  │                        midnight control│
  ├──────────────────────────────────────────────────────┤
  │   💜  12.9.2026, 21:41:41       │
  │   node v20.20.2 · linux · dashboard│
  ╰──────────────────────────────────────────────────────╯

  🌐  http://localhost:7777
  🔐  Login: erst WhatsApp-Code (2FA), dann Passwort · Gate: Admin-Passwort (getrennt)
  👑  Owner: 4915155894714  ·  Panel-Accounts: 4  ·  Sessions live: 1/1
  📋  Jede API-/Audit-/Security-Aktion wird hier & nach Logs/server.log geschrieben.

  🤖  LoveAI startet … (Ollama 🦙 → Cloud-KI ☁️ → LoveAI Core 💜)
21:41:41  BOOT       › Dashboard-Webserver gestartet (Port 7777).
  🤖  LoveAI bereit: LoveAI Core 💜  ·  LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama nicht erreichbar
21:41:41  BOOT       › LoveAI gestartet: LoveAI Core 💜 (LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama nicht erreichbar).
21:41:48  200 ✓ GET  /api/commands  · 11 ms
21:41:48  401 ✕ GET  /api/tickets

  ╭──────────────────────────────────────────────────────╮
  │               ☾  L O V E B O T  ·  W E B│
  │                        midnight control│
  ├──────────────────────────────────────────────────────┤
  │   💜  12.9.2026, 22:00:49       │
  │   node v20.20.2 · linux · dashboard│
  ╰──────────────────────────────────────────────────────╯

  🌐  http://localhost:7777
  🔐  Login: erst WhatsApp-Code (2FA), dann Passwort · Gate: Admin-Passwort (getrennt)
  👑  Owner: 4915155894714  ·  Panel-Accounts: 4  ·  Sessions live: 1/1
  📋  Jede API-/Audit-/Security-Aktion wird hier & nach Logs/server.log geschrieben.

  🤖  LoveAI startet … (Ollama 🦙 → Cloud-KI ☁️ → LoveAI Core 💜)
22:00:49  BOOT       › Dashboard-Webserver gestartet (Port 7777).
  🤖  LoveAI bereit: LoveAI Core 💜  ·  LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama nicht erreichbar
22:00:49  BOOT       › LoveAI gestartet: LoveAI Core 💜 (LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama nicht erreichbar).
22:01:22  401 ✕ POST /api/team/role  · 10 ms
22:01:22  200 ✓ GET  /api/commands  · 1 ms

  ╭──────────────────────────────────────────────────────╮
  │               ☾  L O V E B O T  ·  W E B│
  │                        midnight control│
  ├──────────────────────────────────────────────────────┤
  │   💜  13.9.2026, 02:28:53       │
  │   node v20.20.2 · linux · dashboard│
  ╰──────────────────────────────────────────────────────╯

  🌐  http://localhost:7777
  🔐  Login: erst WhatsApp-Code (2FA), dann Passwort · Gate: Admin-Passwort (getrennt)
  👑  Owner: 4915155894714  ·  Panel-Accounts: 4  ·  Sessions live: 1/1
  📋  Jede API-/Audit-/Security-Aktion wird hier & nach Logs/server.log geschrieben.

  🤖  LoveAI startet … (Ollama 🦙 → Cloud-KI ☁️ → LoveAI Core 💜)
02:28:53  BOOT       › Dashboard-Webserver gestartet (Port 7777).
  🤖  LoveAI bereit: LoveAI Core 💜  ·  LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama nicht erreichbar
02:28:54  BOOT       › LoveAI gestartet: LoveAI Core 💜 (LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama nicht erreichbar).
02:29:02  401 ✕ POST /api/team/add  · 7 ms

  ╭──────────────────────────────────────────────────────╮
  │               ☾  L O V E B O T  ·  W E B│
  │                        midnight control│
  ├──────────────────────────────────────────────────────┤
  │   💜  13.9.2026, 02:52:59       │
  │   node v20.20.2 · linux · dashboard│
  ╰──────────────────────────────────────────────────────╯

  🌐  http://localhost:7777
  🔐  Login: erst WhatsApp-Code (2FA), dann Passwort · Gate: Admin-Passwort (getrennt)
  👑  Owner: 4915155894714  ·  Panel-Accounts: 4  ·  Sessions live: 1/1
  📋  Jede API-/Audit-/Security-Aktion wird hier & nach Logs/server.log geschrieben.

  🤖  LoveAI startet … (Ollama 🦙 → Cloud-KI ☁️ → LoveAI Core 💜)
02:52:59  BOOT       › Dashboard-Webserver gestartet (Port 7777).
  🤖  LoveAI bereit: LoveAI Core 💜  ·  LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama nicht erreichbar
02:52:59  BOOT       › LoveAI gestartet: LoveAI Core 💜 (LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama nicht erreichbar).
02:53:08  200 ✓ GET  /api/commands  · 9 ms
02:53:13  200 ✓ GET  /api/commands  · 1 ms
02:53:13  200 ✓ GET  /api/commands  · 1 ms
02:53:19  200 ✓ GET  /api/commands  · 1 ms
02:53:19  401 ✕ GET  /api/tickets
02:53:19  401 ✕ GET  /api/team
02:53:19  401 ✕ POST /api/team/add

  ╭──────────────────────────────────────────────────────╮
  │               ☾  L O V E B O T  ·  W E B│
  │                        midnight control│
  ├──────────────────────────────────────────────────────┤
  │   💜  13.9.2026, 03:13:36       │
  │   node v20.20.2 · linux · dashboard│
  ╰──────────────────────────────────────────────────────╯

  🌐  http://localhost:7777
  🔐  Login: erst WhatsApp-Code (2FA), dann Passwort · Gate: Admin-Passwort (getrennt)
  👑  Owner: 4915155894714  ·  Panel-Accounts: 4  ·  Sessions live: 1/1
  📋  Jede API-/Audit-/Security-Aktion wird hier & nach Logs/server.log geschrieben.

  🤖  LoveAI startet … (Ollama 🦙 → Cloud-KI ☁️ → LoveAI Core 💜)
03:13:36  BOOT       › Dashboard-Webserver gestartet (Port 7777).
  🤖  LoveAI bereit: LoveAI Core 💜  ·  LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama nicht erreichbar
03:13:36  BOOT       › LoveAI gestartet: LoveAI Core 💜 (LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama nicht erreichbar).
03:13:43  401 ✕ GET  /api/tickets  · 7 ms

  ╭──────────────────────────────────────────────────────╮
  │               ☾  L O V E B O T  ·  W E B│
  │                        midnight control│
  ├──────────────────────────────────────────────────────┤
  │   💜  13.9.2026, 10:40:12       │
  │   node v26.8.2 · win32 · dashboard│
  ╰──────────────────────────────────────────────────────╯

  🌐  http://localhost:7777
  🔐  Login: erst WhatsApp-Code (2FA), dann Passwort · Gate: Admin-Passwort (getrennt)
  👑  Owner: 4915155894714  ·  Panel-Accounts: 4  ·  Sessions live: 1/1
  📋  Jede API-/Audit-/Security-Aktion wird hier & nach Logs/server.log geschrieben.

  🤖  LoveAI startet … (Ollama 🦙 → Cloud-KI ☁️ → LoveAI Core 💜)
10:40:12  BOOT       › Dashboard-Webserver gestartet (Port 7777).
  🤖  LoveAI bereit: LoveAI Core 💜  ·  LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama startet, wird automatisch übernommen
10:40:13  BOOT       › LoveAI gestartet: LoveAI Core 💜 (LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama startet, wird automatisch übernommen).
10:46:27  200 ✓ GET  /api/heartbeat  · 10 ms
10:46:29  200 ✓ GET  /api/heartbeat  · 2 ms
10:46:37  200 ✓ GET  /api/heartbeat  · 2 ms

  ╭──────────────────────────────────────────────────────╮
  │               ☾  L O V E B O T  ·  W E B│
  │                        midnight control│
  ├──────────────────────────────────────────────────────┤
  │   💜  13.9.2026, 11:19:35       │
  │   node v26.8.2 · win32 · dashboard│
  ╰──────────────────────────────────────────────────────╯

  🌐  http://localhost:7777
  🔐  Login: erst WhatsApp-Code (2FA), dann Passwort · Gate: Admin-Passwort (getrennt)
  👑  Owner: 4915155894714  ·  Panel-Accounts: 7  ·  Sessions live: 1/1
  📋  Jede API-/Audit-/Security-Aktion wird hier & nach Logs/server.log geschrieben.

  🤖  LoveAI startet … (Ollama 🦙 → Cloud-KI ☁️ → LoveAI Core 💜)
11:19:35  BOOT       › Dashboard-Webserver gestartet (Port 7777).
  🤖  LoveAI bereit: LoveAI Core 💜  ·  LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama startet, wird automatisch übernommen
11:19:37  BOOT       › LoveAI gestartet: LoveAI Core 💜 (LoveAI Core aktiv (eingebaut, immer verfügbar) — Ollama startet, wird automatisch übernommen).
11:50:05  200 ✓ GET  /api/maintenance  · 10 ms
11:50:06  200 ✓ GET  /api/commands  · 2 ms
11:50:07  200 ✓ GET  /api/siteinfo  · 6 ms
11:50:07  200 ✓ GET  /api/statistics  · 4 ms
11:50:55  200 ✓ GET  /api/maintenance  · 1 ms
11:50:57  200 ✓ GET  /api/commands  · 1 ms
11:50:57  200 ✓ GET  /api/siteinfo  · 3 ms
11:50:58  200 ✓ GET  /api/statistics  · 4 ms
16:12:33  401 ✕ GET  /api/mcp  · 2 ms
16:38:17  401 ✕ GET  /api/session/properties  · 1 ms
16:38:17  401 ✕ GET  /api/session/properties  · 1 ms
16:38:18  401 ✕ POST /api/session/reset_password  · 1 ms
16:38:18  401 ✕ GET  /api/session/properties  · 1 ms
16:38:18  401 ✕ GET  /api/session/properties  · 1 ms
16:38:19  401 ✕ POST /api/session/reset_password  · 1 ms
16:38:23  401 ✕ POST /api/session/reset_password  · 1 ms
16:38:24  401 ✕ POST /api/session/reset_password  · 1 ms
16:38:40  401 ✕ POST /api/session/reset_password  · 1 ms
16:45:02  200 ✓ GET  /api/maintenance  · 1 ms
16:45:03  200 ✓ GET  /api/commands  · 1 ms
16:45:03  200 ✓ GET  /api/siteinfo  · 5 ms
16:45:03  200 ✓ GET  /api/statistics  · 9 ms
17:32:36  200 ✓ GET  /api/maintenance  · 1 ms
21:18:45  200 ✓ GET  /api/maintenance  · 1 ms
21:18:45  200 ✓ GET  /api/commands  · 1 ms
21:18:45  200 ✓ GET  /api/siteinfo  · 4 ms
21:18:45  200 ✓ GET  /api/statistics  · 8 ms
21:18:51  200 ✓ GET  /api/heartbeat  · 1 ms
21:19:00  200 ✓ POST /api/check-number  · 4 ms
21:19:07  200 ✓ POST /api/check-number  · 3 ms
21:19:13  200 ✓ POST /api/check-number  · 4 ms
21:19:14  200 ✓ POST /api/check-number  · 4 ms
21:19:15  200 ✓ POST /api/check-number  · 4 ms
21:19:15  200 ✓ POST /api/check-number  · 4 ms
21:19:15  200 ✓ POST /api/check-number  · 4 ms
21:19:15  200 ✓ POST /api/check-number  · 4 ms
21:19:15  200 ✓ POST /api/check-number  · 10 ms
21:20:48  200 ✓ POST /api/check-number  · 4 ms
21:20:49  200 ✓ POST /api/check-number  · 4 ms
21:20:50  200 ✓ POST /api/check-number  · 4 ms
21:20:50  200 ✓ POST /api/check-number  · 3 ms
21:21:18  200 ✓ GET  /api/maintenance  · 1 ms
21:21:18  200 ✓ GET  /api/commands  · 1 ms
21:21:18  401 ✕ GET  /api/notifications  · 1 ms
21:21:18  200 ✓ GET  /api/siteinfo  · 7 ms
21:21:18  200 ✓ GET  /api/statistics  · 9 ms
21:21:24  401 ✕ GET  /api/notifications  · 2 ms
21:21:24  200 ✓ GET  /api/heartbeat  · 1 ms
21:21:24  401 ✕ GET  /api/me  · 1 ms
21:21:25  200 ✓ GET  /api/heartbeat  · 2 ms
21:21:30  200 ✓ POST /api/check-number  · 4 ms
21:21:33  AUDIT      › 49•••••••4714 › login.owner_no2fa · web → success
21:21:33  AUTH_OWNER_LOGIN_NO2FA     193.111.249.189          risk 5
21:21:33  200 ✓ POST /api/login  · 13 ms
21:21:34  200 ✓ GET  /api/maintenance  · 1 ms
21:21:34  200 ✓ GET  /api/heartbeat  · 2 ms
21:21:35  200 ✓ GET  /api/me  · 7 ms
21:21:35  200 ✓ GET  /api/me  · 10 ms
21:21:35  200 ✓ GET  /api/stats  · 10 ms
21:21:35  200 ✓ GET  /api/logs  · 7 ms
21:21:35  200 ✓ GET  /api/sessions  · 9 ms
21:21:38  200 ✓ POST /api/check-number  · 5 ms
21:21:39  200 ✓ GET  /api/logs  · 6 ms
21:21:42  200 ✓ GET  /api/accounts  · 6 ms
21:21:43  200 ✓ GET  /api/heartbeat  · 1 ms
21:21:51  200 ✓ GET  /api/heartbeat  · 2 ms
21:21:54  200 ✓ POST /api/check-number  · 8 ms
21:21:59  200 ✓ GET  /api/heartbeat  · 2 ms
21:22:07  200 ✓ GET  /api/heartbeat  · 2 ms
21:22:15  200 ✓ GET  /api/heartbeat  · 2 ms
21:22:23  200 ✓ GET  /api/heartbeat  · 2 ms
21:22:31  200 ✓ GET  /api/heartbeat  · 2 ms
21:22:39  200 ✓ GET  /api/heartbeat  · 2 ms
21:22:47  200 ✓ GET  /api/heartbeat  · 2 ms
21:22:51  200 ✓ POST /api/check-number  · 3 ms
21:22:55  200 ✓ GET  /api/heartbeat  · 4 ms
21:23:03  200 ✓ GET  /api/heartbeat  · 2 ms
21:23:11  200 ✓ GET  /api/heartbeat  · 2 ms
21:23:18  200 ✓ POST /api/check-number  · 4 ms
21:23:19  200 ✓ GET  /api/heartbeat  · 3 ms
21:23:27  200 ✓ GET  /api/heartbeat  · 2 ms
21:23:35  200 ✓ GET  /api/heartbeat  · 2 ms
21:23:43  200 ✓ GET  /api/heartbeat  · 2 ms
21:23:51  200 ✓ GET  /api/heartbeat  · 2 ms
21:23:53  200 ✓ GET  /api/accounts/acc_f34f776af4bdf4b3/detail  · 8 ms
21:23:53  200 ✓ GET  /api/permissions  · 10 ms
21:23:54  200 ✓ POST /api/check-number  · 4 ms
21:23:59  200 ✓ GET  /api/heartbeat  · 2 ms
21:24:07  200 ✓ GET  /api/heartbeat  · 2 ms
21:24:10  200 ✓ GET  /api/permissions  · 5 ms
21:24:10  200 ✓ GET  /api/accounts/acc_31dac6824890c5ae/detail  · 5 ms
21:24:15  200 ✓ GET  /api/heartbeat  · 1 ms
21:24:19  200 ✓ GET  /api/maintenance  · 2 ms
21:24:19  200 ✓ GET  /api/commands  · 2 ms
21:24:19  200 ✓ GET  /api/notifications  · 8 ms
21:24:19  200 ✓ GET  /api/siteinfo  · 7 ms
21:24:19  200 ✓ GET  /api/statistics  · 14 ms
21:24:24  200 ✓ GET  /api/heartbeat  · 1 ms
21:24:26  200 ✓ GET  /api/notifications  · 5 ms
21:24:26  200 ✓ GET  /api/heartbeat  · 2 ms
21:24:26  200 ✓ GET  /api/me  · 10 ms
21:24:26  200 ✓ GET  /api/maintenance  · 1 ms
21:24:26  200 ✓ GET  /api/heartbeat  · 2 ms
21:24:26  200 ✓ GET  /api/me  · 7 ms
21:24:26  200 ✓ GET  /api/me  · 8 ms
21:24:27  200 ✓ GET  /api/stats  · 21 ms
21:24:27  200 ✓ GET  /api/logs  · 6 ms
21:24:27  200 ✓ GET  /api/sessions  · 5 ms
21:24:31  200 ✓ GET  /api/logs  · 5 ms
21:24:31  200 ✓ POST /api/logout  · 5 ms
21:24:31  200 ✓ GET  /api/heartbeat  · 2 ms
21:24:32  200 ✓ GET  /api/heartbeat  · 2 ms
21:24:33  200 ✓ POST /api/check-number  · 7 ms
21:24:40  200 ✓ GET  /api/heartbeat  · 3 ms
21:24:48  200 ✓ GET  /api/heartbeat  · 2 ms
21:24:56  200 ✓ GET  /api/heartbeat  · 2 ms
21:25:04  200 ✓ GET  /api/heartbeat  · 3 ms
21:25:12  200 ✓ GET  /api/heartbeat  · 2 ms
21:25:19  200 ✓ POST /api/request-code  · 11 ms
21:25:21  404 ✕ GET  /api/mailbox/153e5a758b664315d94dc88b74fa560f578521424534e894  · 3 ms
21:25:24  404 ✕ GET  /api/mailbox/153e5a758b664315d94dc88b74fa560f578521424534e894  · 2 ms
21:25:26  404 ✕ GET  /api/mailbox/153e5a758b664315d94dc88b74fa560f578521424534e894  · 1 ms
21:25:29  404 ✕ GET  /api/mailbox/153e5a758b664315d94dc88b74fa560f578521424534e894  · 2 ms
21:25:31  404 ✕ GET  /api/mailbox/153e5a758b664315d94dc88b74fa560f578521424534e894  · 1 ms
21:25:34  404 ✕ GET  /api/mailbox/153e5a758b664315d94dc88b74fa560f578521424534e894  · 2 ms
21:25:36  200 ✓ GET  /api/heartbeat  · 2 ms
21:25:44  200 ✓ GET  /api/heartbeat  · 2 ms
21:25:52  200 ✓ GET  /api/heartbeat  · 2 ms
21:26:00  200 ✓ GET  /api/heartbeat  · 2 ms
21:26:08  200 ✓ GET  /api/heartbeat  · 1 ms
21:26:16  200 ✓ GET  /api/heartbeat  · 3 ms
21:26:24  200 ✓ GET  /api/heartbeat  · 1 ms
21:26:32  200 ✓ GET  /api/heartbeat  · 2 ms
21:26:40  200 ✓ POST /api/request-code  · 5 ms
21:26:40  200 ✓ GET  /api/heartbeat  · 2 ms
21:26:42  404 ✕ GET  /api/mailbox/6bff6f3197e94d822f4bd1a3a23efb0040ad2745a4207d7b  · 1 ms
21:26:45  404 ✕ GET  /api/mailbox/6bff6f3197e94d822f4bd1a3a23efb0040ad2745a4207d7b  · 3 ms
21:27:15  200 ✓ GET  /api/heartbeat  · 2 ms
21:27:33  200 ✓ GET  /api/heartbeat  · 2 ms
21:27:35  200 ✓ GET  /api/heartbeat  · 1 ms
21:27:37  200 ✓ GET  /api/maintenance  · 1 ms
21:27:37  200 ✓ GET  /api/heartbeat  · 2 ms
21:27:37  200 ✓ GET  /api/me  · 7 ms
21:27:37  200 ✓ GET  /api/me  · 7 ms
21:27:37  200 ✓ GET  /api/accounts  · 7 ms
21:27:45  200 ✓ GET  /api/heartbeat  · 2 ms
21:27:54  200 ✓ GET  /api/heartbeat  · 2 ms
21:28:02  200 ✓ GET  /api/heartbeat  · 2 ms
21:28:10  200 ✓ GET  /api/heartbeat  · 1 ms
21:28:17  404 ✕ GET  /api/mailbox/6bff6f3197e94d822f4bd1a3a23efb0040ad2745a4207d7b  · 3 ms
21:28:18  200 ✓ GET  /api/heartbeat  · 5 ms
21:28:18  200 ✓ POST /api/request-code  · 5 ms
21:28:19  404 ✕ GET  /api/mailbox/df9a8e8c544e5b132c782a4d8fb4cec9938bfbef378decf4  · 2 ms
21:28:21  404 ✕ GET  /api/mailbox/df9a8e8c544e5b132c782a4d8fb4cec9938bfbef378decf4  · 2 ms
21:28:22  404 ✕ GET  /api/mailbox/df9a8e8c544e5b132c782a4d8fb4cec9938bfbef378decf4  · 2 ms
21:28:26  200 ✓ GET  /api/heartbeat  · 3 ms
21:28:34  200 ✓ GET  /api/heartbeat  · 1 ms
21:28:42  200 ✓ GET  /api/heartbeat  · 2 ms
21:28:49  200 ✓ GET  /api/heartbeat  · 13 ms
21:28:57  200 ✓ GET  /api/heartbeat  · 3 ms
21:29:05  200 ✓ GET  /api/heartbeat  · 2 ms
21:29:07  200 ✓ GET  /api/maintenance  · 1 ms
21:29:08  200 ✓ GET  /api/commands  · 3 ms
21:29:08  200 ✓ GET  /api/siteinfo  · 4 ms
21:29:08  200 ✓ GET  /api/statistics  · 9 ms
21:29:12  200 ✓ GET  /api/heartbeat  · 2 ms
21:29:13  200 ✓ GET  /api/heartbeat  · 1 ms
21:29:14  400 ✕ POST /api/check-number  · 2 ms
21:29:14  400 ✕ POST /api/request-code  · 1 ms
21:29:21  200 ✓ GET  /api/heartbeat  · 2 ms
21:29:29  200 ✓ GET  /api/heartbeat  · 3 ms
21:29:37  200 ✓ GET  /api/heartbeat  · 2 ms
21:29:45  200 ✓ GET  /api/heartbeat  · 3 ms
21:29:53  200 ✓ GET  /api/heartbeat  · 2 ms
21:30:01  200 ✓ GET  /api/heartbeat  · 3 ms
21:30:09  200 ✓ GET  /api/heartbeat  · 2 ms
21:30:09  200 ✓ GET  /api/heartbeat  · 6 ms
21:30:17  200 ✓ GET  /api/heartbeat  · 2 ms
21:30:25  200 ✓ GET  /api/heartbeat  · 2 ms
21:30:27  200 ✓ POST /api/check-number  · 4 ms
21:30:30  400 ✕ POST /api/check-number  · 1 ms
21:30:30  400 ✕ POST /api/request-code  · 1 ms
21:30:32  400 ✕ POST /api/check-number  · 1 ms
21:30:32  400 ✕ POST /api/request-code  · 1 ms
21:30:32  400 ✕ POST /api/check-number  · 1 ms
21:30:32  400 ✕ POST /api/check-number  · 1 ms
21:30:32  400 ✕ POST /api/request-code  · 1 ms
21:30:32  400 ✕ POST /api/request-code  · 1 ms
21:30:32  400 ✕ POST /api/check-number  · 1 ms
21:30:32  400 ✕ POST /api/request-code  · 1 ms
21:30:33  400 ✕ POST /api/check-number  · 1 ms
21:30:33  400 ✕ POST /api/request-code  · 1 ms
21:30:33  200 ✓ GET  /api/heartbeat  · 3 ms
21:30:33  400 ✕ POST /api/check-number  · 1 ms
21:30:33  400 ✕ POST /api/check-number  · 1 ms
21:30:33  400 ✕ POST /api/request-code  · 1 ms
21:30:34  400 ✕ POST /api/check-number  · 2 ms
21:30:34  400 ✕ POST /api/request-code  · 1 ms
21:30:34  400 ✕ POST /api/check-number  · 2 ms
21:30:34  400 ✕ POST /api/request-code
21:30:34  400 ✕ POST /api/check-number
21:30:34  400 ✕ POST /api/request-code  · 1 ms
21:30:34  400 ✕ POST /api/check-number  · 1 ms
21:30:34  400 ✕ POST /api/request-code  · 3 ms
21:30:35  400 ✕ POST /api/check-number  · 1 ms
21:30:35  400 ✕ POST /api/request-code  · 3 ms
21:30:35  400 ✕ POST /api/request-code  · 1 ms
21:30:35  400 ✕ POST /api/check-number  · 1 ms
21:30:35  400 ✕ POST /api/request-code  · 1 ms
21:30:35  400 ✕ POST /api/check-number  · 1 ms
21:30:35  400 ✕ POST /api/check-number  · 1 ms
21:30:35  400 ✕ POST /api/request-code  · 1 ms
21:30:36  400 ✕ POST /api/check-number  · 2 ms
21:30:36  400 ✕ POST /api/request-code  · 1 ms
21:30:36  400 ✕ POST /api/request-code  · 1 ms
21:30:41  200 ✓ GET  /api/heartbeat  · 2 ms
21:30:48  200 ✓ POST /api/logout  · 4 ms
21:30:49  200 ✓ GET  /api/heartbeat  · 2 ms
21:30:51  400 ✕ POST /api/check-number  · 1 ms
21:30:51  400 ✕ POST /api/request-code  · 1 ms
21:31:16  200 ✓ GET  /api/maintenance  · 1 ms
21:31:17  200 ✓ GET  /api/commands  · 1 ms
21:31:17  200 ✓ GET  /api/siteinfo  · 5 ms
21:31:17  200 ✓ GET  /api/statistics  · 9 ms
21:31:18  200 ✓ GET  /api/heartbeat  · 1 ms
21:31:24  400 ✕ POST /api/check-number
21:31:24  400 ✕ POST /api/request-code  · 1 ms
21:31:25  400 ✕ POST /api/check-number  · 1 ms
21:31:25  400 ✕ POST /api/request-code  · 1 ms
21:31:25  400 ✕ POST /api/check-number  · 1 ms
21:31:26  400 ✕ POST /api/request-code  · 1 ms
21:31:30  200 ✓ GET  /api/maintenance
21:31:30  200 ✓ GET  /api/commands  · 1 ms
21:31:31  200 ✓ GET  /api/siteinfo  · 5 ms
21:31:31  200 ✓ GET  /api/statistics  · 6 ms
21:31:33  200 ✓ GET  /api/heartbeat  · 2 ms
21:31:37  400 ✕ POST /api/check-number  · 1 ms
21:31:37  400 ✕ POST /api/request-code  · 1 ms
21:47:07  200 ✓ GET  /api/heartbeat  · 1 ms
04:27:23  200 ✓ GET  /api/maintenance  · 2 ms
04:27:23  200 ✓ GET  /api/commands  · 2 ms
04:27:23  200 ✓ GET  /api/siteinfo  · 5 ms
09:51:36  200 ✓ GET  /api/maintenance  · 2 ms
09:51:37  200 ✓ GET  /api/commands  · 1 ms
09:51:37  200 ✓ GET  /api/siteinfo  · 4 ms
09:51:37  200 ✓ GET  /api/statistics  · 8 ms
09:51:43  401 ✕ GET  /api/health  · 1 ms
09:51:53  401 ✕ GET  /api/health  · 2 ms
09:51:59  401 ✕ GET  /api/health  · 2 ms
09:51:59  401 ✕ GET  /api/health  · 1 ms
09:52:00  200 ✓ GET  /api/heartbeat  · 1 ms
09:52:03  200 ✓ POST /api/check-number  · 2 ms
09:52:07  AUDIT      › 49•••••••4714 › login.owner_no2fa · web → success
09:52:07  AUTH_OWNER_LOGIN_NO2FA     185.47.235.132           risk 5
09:52:07  200 ✓ POST /api/login  · 39 ms
09:52:08  200 ✓ GET  /api/maintenance  · 1 ms
09:52:09  200 ✓ GET  /api/heartbeat  · 2 ms
09:52:09  200 ✓ GET  /api/me  · 5 ms
09:52:09  200 ✓ GET  /api/me  · 5 ms
09:52:09  200 ✓ GET  /api/stats  · 10 ms
09:52:09  200 ✓ GET  /api/logs  · 7 ms
09:52:09  200 ✓ GET  /api/sessions  · 4 ms
09:52:11  200 ✓ GET  /api/tickets  · 6 ms
09:52:13  200 ✓ GET  /api/team  · 5 ms
09:52:17  200 ✓ GET  /api/heartbeat  · 1 ms
09:52:22  ADMIN      › 910maxi › team.role · support_test → user
09:52:22  200 ✓ POST /api/team/role  · 12 ms
09:52:22  200 ✓ GET  /api/team  · 7 ms
09:52:25  200 ✓ GET  /api/heartbeat  · 2 ms
09:52:33  200 ✓ GET  /api/heartbeat  · 2 ms
09:52:35  200 ✓ GET  /api/tickets  · 6 ms
09:52:35  200 ✓ GET  /api/team  · 6 ms
09:52:36  200 ✓ GET  /api/accounts  · 6 ms
09:52:37  200 ✓ GET  /api/accounts  · 6 ms
09:52:37  200 ✓ GET  /api/history  · 6 ms
09:52:40  200 ✓ GET  /api/account  · 5 ms
09:52:40  200 ✓ GET  /api/account/sessions  · 4 ms
09:52:41  200 ✓ GET  /api/heartbeat  · 1 ms
09:52:43  200 ✓ GET  /api/stats  · 9 ms
09:52:43  200 ✓ GET  /api/system  · 135 ms
09:52:43  200 ✓ GET  /api/logs  · 6 ms
09:52:49  200 ✓ GET  /api/database  · 7 ms
09:52:49  200 ✓ GET  /api/heartbeat  · 2 ms
09:52:57  200 ✓ GET  /api/heartbeat  · 1 ms
09:52:58  200 ✓ GET  /api/audit  · 6 ms
09:52:58  200 ✓ GET  /api/maintenance  · 2 ms
09:52:58  200 ✓ GET  /api/security/cases  · 8 ms
09:52:58  200 ✓ GET  /api/security/overview  · 9 ms
09:52:59  200 ✓ GET  /api/security  · 7 ms
09:53:00  200 ✓ GET  /api/logs  · 5 ms
09:53:03  200 ✓ GET  /api/maintenance  · 1 ms
09:53:03  200 ✓ GET  /api/security/overview  · 8 ms
09:53:03  200 ✓ GET  /api/security  · 5 ms
09:53:03  200 ✓ GET  /api/security/cases  · 6 ms
09:53:05  200 ✓ GET  /api/heartbeat  · 2 ms
09:53:13  200 ✓ GET  /api/heartbeat  · 2 ms
09:53:22  200 ✓ GET  /api/heartbeat  · 2 ms
10:43:25  200 ✓ GET  /api/heartbeat  · 2 ms
10:43:33  200 ✓ GET  /api/heartbeat  · 1 ms
10:43:34  200 ✓ POST /api/broadcast  · 5 ms
10:43:36  200 ✓ POST /api/logout  · 3 ms
10:43:37  200 ✓ GET  /api/heartbeat  · 1 ms
11:13:06  200 ✓ GET  /api/maintenance  · 2 ms
11:13:06  200 ✓ GET  /api/commands  · 2 ms
11:13:06  200 ✓ GET  /api/siteinfo  · 5 ms
11:13:07  200 ✓ GET  /api/statistics  · 6 ms
11:13:11  200 ✓ GET  /api/heartbeat  · 1 ms
11:13:15  200 ✓ POST /api/check-number  · 3 ms
11:13:19  AUDIT      › 49•••••••4714 › login.owner_no2fa · web → success
11:13:19  AUTH_OWNER_LOGIN_NO2FA     185.47.235.132           risk 5
11:13:19  200 ✓ POST /api/login  · 8 ms
11:13:20  200 ✓ GET  /api/maintenance  · 2 ms
